,state,population,medIncome,medFamInc,perCapInc,NumUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,ViolentCrimesPerPop,CrimeCategory
544,34,0.08,0.23,0.2,0.2,0.1,0.98,0.88,0.15,0.74,0.47,0.36,Medium
545,6,0.01,0.36,0.34,0.21,0.01,0.49,0.72,0.09,0.57,0.42,0.86,High
546,34,0.01,0.43,0.45,0.38,0.01,0.7,0.62,0.19,0.34,0.5,0.11,Low
547,18,0.03,0.41,0.41,0.34,0.01,0.26,0.33,0.23,0.22,0.49,0.18,Low
548,19,0.03,0.48,0.53,0.56,0.01,0.04,0.06,0.68,0.12,0.75,0.06,Low
549,36,0.01,0.21,0.26,0.25,0.02,0.53,0.59,0.14,0.45,0.39,0.28,Medium
550,19,0.02,0.51,0.52,0.48,0.01,0.02,0.04,0.61,0.07,0.85,0.01,Low
551,41,0.01,0.21,0.26,0.19,0.02,0.34,0.41,0.32,0.38,0.42,0.05,Low
552,6,0.12,0.53,0.49,0.29,0.05,0.44,0.5,0.26,0.46,0.57,0.52,High
553,9,0.16,0.63,0.64,0.76,0.06,0.24,0.31,0.57,0.29,0.63,0.21,Low
554,34,0.02,0.63,0.65,0.55,0.01,0.1,0.13,0.74,0.16,0.76,0.04,Low
555,37,0.02,0.11,0.16,0.18,0.05,0.66,0.68,0.23,0.53,0.28,0.55,High
556,23,0.02,0.27,0.28,0.24,0.02,0.44,0.47,0.17,0.45,0.51,0.01,Low
557,20,0.47,0.27,0.31,0.32,0.34,0.19,0.3,0.36,0.35,0.59,0.36,Medium
558,6,0.04,0.38,0.4,0.45,0.02,0.16,0.17,0.65,0.07,0.71,0.36,Medium
559,6,0.02,0.65,0.73,0.71,0.01,0.07,0.12,0.6,0.16,0.75,0.07,Low
560,34,0.01,0.15,0.17,0.21,0.03,0.38,0.54,0.2,0.82,0.42,0.85,High
561,18,0.0,0.38,0.39,0.35,0.0,0.11,0.25,0.29,0.09,0.63,0.08,Low
562,34,0.05,0.63,0.66,0.7,0.01,0.22,0.27,0.61,0.21,0.53,0.12,Low
563,1,0.04,0.16,0.22,0.23,0.06,0.47,0.52,0.36,0.44,0.33,0.25,Low
564,6,1.0,0.32,0.3,0.38,1.0,0.63,0.58,0.36,0.55,0.5,1.0,High
565,38,0.04,0.2,0.25,0.23,0.04,0.34,0.31,0.33,0.34,0.52,0.04,Low
566,47,0.03,0.19,0.22,0.24,0.05,0.64,0.59,0.26,0.33,0.44,0.36,Medium
567,6,0.1,0.54,0.51,0.42,0.03,0.18,0.31,0.27,0.23,0.59,0.41,High
568,48,0.4,0.23,0.24,0.23,0.46,0.52,0.5,0.27,0.54,0.45,0.33,Medium
569,48,0.02,0.17,0.2,0.19,0.03,0.46,0.58,0.16,0.46,0.35,0.33,Medium
570,6,0.07,0.81,0.72,0.56,0.02,0.08,0.14,0.6,0.17,0.76,0.19,Low
571,12,0.02,0.54,0.56,0.72,0.01,0.08,0.13,0.62,0.1,0.58,0.14,Low
572,44,0.11,0.38,0.41,0.37,0.04,0.29,0.45,0.33,0.36,0.42,0.07,Low
573,36,0.03,0.1,0.25,0.14,0.08,0.16,0.21,0.82,0.28,0.21,0.15,Low
574,42,0.02,0.36,0.36,0.34,0.01,0.29,0.45,0.25,0.22,0.52,0.08,Low
575,39,0.01,0.52,0.55,0.47,0.0,0.11,0.13,0.77,0.26,0.47,0.1,Low
576,42,0.01,0.43,0.45,0.45,0.0,0.17,0.28,0.38,0.07,0.34,0.04,Low
577,25,0.02,0.68,0.69,0.55,0.0,0.08,0.11,0.6,0.3,0.65,0.04,Low
578,18,0.05,0.25,0.3,0.28,0.03,0.23,0.32,0.34,0.23,0.6,0.08,Low
579,9,0.01,0.37,0.39,0.33,0.01,0.38,0.47,0.18,0.48,0.51,0.14,Low
580,34,0.0,0.41,0.39,0.27,0.01,0.2,0.35,0.18,0.32,0.42,0.04,Low
581,34,0.0,0.72,0.7,0.62,0.0,0.23,0.27,0.5,0.14,0.45,0.16,Low
582,29,0.01,0.14,0.17,0.17,0.03,0.44,0.55,0.21,0.63,0.33,0.27,Medium
583,36,0.01,0.15,0.19,0.19,0.03,0.38,0.59,0.16,0.66,0.35,0.13,Low
584,34,0.1,0.7,0.69,0.66,0.02,0.13,0.19,0.67,0.14,0.56,0.09,Low
585,9,0.01,0.47,0.49,0.44,0.01,0.3,0.35,0.29,0.26,0.61,0.09,Low
586,13,0.11,0.17,0.18,0.18,0.19,0.48,0.59,0.28,0.74,0.35,0.56,High
587,48,0.0,0.02,0.01,0.0,0.06,1.0,1.0,0.1,1.0,0.07,0.52,High
588,42,0.11,0.34,0.39,0.35,0.05,0.21,0.33,0.34,0.27,0.52,0.12,Low
589,56,0.03,0.13,0.24,0.22,0.05,0.12,0.15,0.66,0.27,0.44,0.12,Low
590,40,0.01,0.05,0.09,0.1,0.04,0.4,0.54,0.13,0.73,0.15,0.41,High
591,42,0.07,0.14,0.16,0.2,0.13,0.35,0.57,0.21,0.7,0.42,0.87,High
592,47,0.04,0.94,0.85,0.79,0.0,0.01,0.01,0.88,0.07,0.68,0.01,Low
593,34,0.0,0.59,0.57,0.47,0.0,0.28,0.36,0.31,0.19,0.7,0.06,Low
594,9,0.02,0.62,0.58,0.56,0.0,0.2,0.29,0.42,0.18,0.61,0.03,Low
595,39,0.03,0.2,0.21,0.2,0.04,0.32,0.53,0.11,0.6,0.28,0.11,Low
596,36,0.06,0.53,0.63,0.66,0.03,0.27,0.33,0.61,0.29,0.56,0.15,Low
597,25,0.07,0.42,0.43,0.35,0.04,0.29,0.37,0.33,0.45,0.54,0.24,Low
598,18,0.05,0.23,0.24,0.28,0.05,0.29,0.49,0.2,0.29,0.6,0.21,Low
599,1,0.0,0.09,0.18,0.14,0.03,0.54,0.57,0.36,0.48,0.28,0.03,Low
600,36,1.0,0.3,0.3,0.38,1.0,0.48,0.55,0.36,0.6,0.38,0.87,High
601,6,0.04,0.4,0.4,0.35,0.04,0.32,0.38,0.31,0.38,0.59,0.39,Medium
602,36,0.0,0.21,0.27,0.29,0.01,0.27,0.36,0.33,0.43,0.34,0.23,Low
603,6,0.07,0.72,0.81,0.94,0.02,0.06,0.06,1.0,0.08,0.64,0.1,Low
604,12,0.04,0.22,0.21,0.2,0.05,0.32,0.5,0.18,0.35,0.47,0.59,High
605,21,0.01,0.36,0.35,0.28,0.01,0.18,0.29,0.25,0.12,0.77,0.24,Low
606,54,0.0,0.16,0.22,0.27,0.02,0.42,0.51,0.27,0.34,0.18,0.13,Low
607,18,0.03,0.35,0.34,0.27,0.02,0.27,0.44,0.13,0.38,0.46,0.11,Low
608,36,0.02,0.16,0.21,0.19,0.03,0.49,0.6,0.14,0.56,0.28,0.59,High
609,42,0.02,0.96,0.91,0.82,0.0,0.03,0.07,0.88,0.13,0.69,0.01,Low
610,6,0.09,0.5,0.53,0.5,0.04,0.19,0.26,0.4,0.3,0.62,0.41,High
611,42,0.04,0.14,0.17,0.17,0.06,0.28,0.48,0.19,0.64,0.3,0.13,Low
612,29,0.16,0.27,0.3,0.28,0.1,0.23,0.36,0.21,0.32,0.54,0.24,Low
613,25,0.05,0.35,0.4,0.38,0.04,0.28,0.37,0.39,0.46,0.53,0.1,Low
614,6,0.0,0.13,0.12,0.16,0.02,0.29,0.36,0.15,0.67,0.21,0.4,Medium
615,36,0.01,0.26,0.31,0.3,0.01,0.22,0.35,0.32,0.35,0.5,0.82,High
616,39,0.01,0.42,0.4,0.36,0.01,0.18,0.28,0.32,0.31,0.45,0.09,Low
617,46,0.07,0.23,0.25,0.25,0.07,0.22,0.24,0.37,0.3,0.59,0.18,Low
618,45,0.01,0.16,0.19,0.19,0.02,0.74,0.72,0.18,0.62,0.4,0.16,Low
619,6,0.05,1.0,1.0,1.0,0.01,0.05,0.05,0.88,0.08,0.53,0.13,Low
620,13,0.01,0.15,0.2,0.22,0.03,0.6,0.63,0.32,0.48,0.37,0.33,Medium
621,55,0.07,0.21,0.27,0.22,0.09,0.25,0.24,0.38,0.36,0.46,0.06,Low
622,33,0.0,0.45,0.44,0.39,0.0,0.18,0.26,0.38,0.32,0.72,0.1,Low
623,25,0.05,0.46,0.5,0.46,0.02,0.13,0.2,0.45,0.32,0.59,0.04,Low
624,6,0.07,0.22,0.2,0.17,0.13,0.59,0.54,0.24,0.67,0.36,0.23,Low
625,56,0.06,0.27,0.29,0.28,0.05,0.18,0.25,0.35,0.38,0.56,0.08,Low
626,34,0.01,0.33,0.31,0.32,0.01,0.26,0.48,0.18,0.38,0.34,0.1,Low
627,23,0.02,0.32,0.33,0.31,0.01,0.19,0.27,0.42,0.2,0.58,0.01,Low
628,48,0.01,0.17,0.2,0.28,0.02,0.43,0.46,0.32,0.41,0.14,0.1,Low
629,55,0.01,0.48,0.49,0.46,0.0,0.32,0.28,0.57,0.1,0.4,0.17,Low
630,18,0.17,0.13,0.14,0.13,0.31,0.4,0.62,0.12,1.0,0.19,0.89,High
631,34,0.13,0.23,0.25,0.2,0.14,0.57,0.74,0.15,0.74,0.37,0.85,High
632,51,0.01,0.25,0.27,0.28,0.02,0.48,0.5,0.28,0.27,0.42,0.14,Low
633,28,0.01,0.16,0.16,0.12,0.04,0.46,0.62,0.15,1.0,0.23,0.32,Medium
634,21,0.0,0.1,0.15,0.19,0.03,1.0,0.83,0.15,0.6,0.21,0.03,Low
635,41,0.03,0.4,0.42,0.4,0.01,0.09,0.13,0.48,0.21,0.68,0.09,Low
636,48,0.02,0.1,0.08,0.08,0.07,1.0,0.86,0.18,1.0,0.11,0.2,Low
637,25,0.13,0.33,0.36,0.28,0.11,0.26,0.44,0.19,0.61,0.48,0.54,High
638,12,0.08,0.51,0.58,0.8,0.03,0.12,0.18,0.56,0.15,0.42,0.15,Low
639,46,0.14,0.26,0.3,0.29,0.07,0.27,0.27,0.36,0.13,0.7,0.18,Low
640,6,0.0,0.17,0.16,0.11,0.03,1.0,0.91,0.12,1.0,0.3,0.24,Low
641,9,0.21,0.17,0.16,0.2,0.33,0.62,0.72,0.22,0.73,0.33,0.94,High
642,1,0.0,0.31,0.29,0.23,0.01,0.32,0.46,0.13,0.24,0.44,0.65,High
643,49,0.04,0.44,0.41,0.32,0.02,0.05,0.12,0.49,0.18,0.56,0.06,Low
644,25,0.01,0.82,0.77,0.65,0.0,0.06,0.08,0.84,0.25,0.71,0.05,Low
645,12,0.0,0.34,0.31,0.22,0.01,0.37,0.5,0.13,0.3,0.69,0.26,Medium
646,48,0.0,0.09,0.06,0.01,0.04,1.0,1.0,0.12,1.0,0.08,0.12,Low
647,34,0.0,0.67,0.66,0.62,0.0,0.18,0.22,0.64,0.13,0.58,0.03,Low
648,6,0.03,0.36,0.32,0.26,0.04,0.47,0.51,0.21,0.55,0.58,0.41,High
649,1,0.0,0.28,0.29,0.24,0.01,0.48,0.51,0.21,0.33,0.51,0.01,Low
650,51,0.01,0.13,0.26,0.15,0.04,0.41,0.42,0.47,0.37,0.13,0.15,Low
651,6,0.04,0.65,0.65,0.56,0.01,0.15,0.2,0.5,0.15,0.74,0.15,Low
652,9,0.02,0.76,0.69,0.61,0.0,0.12,0.18,0.51,0.08,0.85,0.04,Low
653,42,0.01,0.42,0.43,0.44,0.01,0.29,0.33,0.36,0.09,0.62,0.03,Low
654,50,0.01,0.23,0.25,0.27,0.02,0.29,0.38,0.3,0.38,0.45,0.06,Low
655,25,0.03,0.51,0.54,0.45,0.01,0.15,0.22,0.43,0.27,0.58,0.09,Low
656,47,0.0,0.13,0.15,0.17,0.02,0.79,0.71,0.27,0.62,0.28,0.28,Medium
657,6,0.03,1.0,1.0,1.0,0.0,0.05,0.05,0.96,0.12,0.52,0.07,Low
658,6,0.06,0.59,0.64,0.7,0.02,0.16,0.17,0.59,0.18,0.46,0.16,Low
659,18,0.01,0.23,0.25,0.21,0.01,0.24,0.44,0.18,0.3,0.55,0.41,High
660,48,0.02,0.08,0.07,0.04,0.07,1.0,0.96,0.13,0.98,0.19,0.22,Low
661,29,0.02,0.58,0.55,0.5,0.0,0.09,0.14,0.59,0.07,0.74,0.03,Low
662,37,0.32,0.34,0.42,0.4,0.21,0.16,0.21,0.66,0.21,0.66,0.35,Medium
663,48,0.7,0.25,0.25,0.27,0.69,0.42,0.49,0.34,0.48,0.5,0.63,High
664,41,0.01,0.16,0.19,0.22,0.03,0.26,0.41,0.21,0.62,0.26,0.09,Low
665,6,0.08,0.66,0.66,0.73,0.03,0.09,0.14,0.66,0.16,0.86,0.25,Low
666,1,0.01,0.29,0.29,0.24,0.01,0.27,0.42,0.13,0.31,0.41,0.22,Low
667,13,0.62,0.18,0.17,0.35,0.93,0.37,0.52,0.42,0.61,0.4,1.0,High
668,6,0.04,0.18,0.14,0.06,0.08,1.0,1.0,0.04,0.86,0.34,0.36,Medium
669,25,0.91,0.29,0.3,0.36,0.93,0.35,0.41,0.48,0.54,0.48,0.81,High
670,6,0.03,0.2,0.21,0.23,0.04,0.38,0.44,0.25,0.75,0.37,0.27,Medium
671,34,0.0,0.51,0.46,0.42,0.0,0.19,0.38,0.28,0.15,0.58,0.07,Low
672,49,0.05,0.36,0.31,0.15,0.03,0.09,0.22,0.24,0.18,0.79,0.04,Low
673,44,0.01,0.12,0.14,0.13,0.03,0.85,0.95,0.07,0.66,0.38,0.61,High
674,51,0.14,0.18,0.21,0.25,0.14,0.47,0.56,0.24,0.32,0.44,0.24,Low
675,39,0.14,0.09,0.12,0.11,0.25,0.36,0.6,0.11,1.0,0.05,0.95,High
676,47,0.23,0.17,0.2,0.25,0.24,0.44,0.54,0.28,0.43,0.38,0.81,High
677,27,0.01,0.3,0.33,0.41,0.01,0.17,0.2,0.41,0.07,0.75,0.12,Low
678,12,0.0,0.19,0.19,0.27,0.02,0.47,0.7,0.17,0.59,0.32,1.0,High
679,55,0.04,0.62,0.57,0.45,0.0,0.11,0.14,0.46,0.09,0.77,0.05,Low
680,39,0.01,0.27,0.27,0.28,0.01,0.19,0.39,0.18,0.62,0.57,0.38,Medium
681,6,0.13,0.27,0.27,0.29,0.1,0.23,0.36,0.22,0.45,0.5,0.37,Medium
682,42,1.0,0.21,0.24,0.24,1.0,0.39,0.63,0.23,0.65,0.3,0.53,High
683,12,0.01,0.38,0.38,0.36,0.01,0.13,0.23,0.33,0.32,0.57,0.23,Low
684,53,0.05,0.18,0.19,0.21,0.06,0.22,0.3,0.19,0.47,0.47,0.26,Medium
685,34,0.02,0.78,0.73,0.58,0.0,0.18,0.23,0.55,0.15,0.61,0.04,Low
686,4,0.03,0.18,0.23,0.3,0.03,0.18,0.27,0.37,0.43,0.15,0.18,Low
687,6,0.07,0.2,0.15,0.07,0.12,1.0,1.0,0.06,0.89,0.43,0.62,High
688,53,0.07,0.17,0.2,0.22,0.1,0.48,0.5,0.25,0.67,0.32,0.5,High
689,6,0.05,0.87,0.83,0.83,0.01,0.06,0.06,0.86,0.11,0.74,0.14,Low
690,39,0.0,0.46,0.44,0.37,0.0,0.18,0.26,0.32,0.12,0.72,0.06,Low
691,51,0.15,0.21,0.22,0.2,0.16,0.43,0.58,0.17,0.47,0.41,0.54,High
692,6,0.07,0.17,0.15,0.12,0.09,0.73,0.73,0.13,0.53,0.48,0.61,High
693,13,0.06,0.06,0.11,0.18,0.13,0.72,0.76,0.27,0.65,0.16,0.35,Medium
694,47,0.01,0.25,0.27,0.22,0.03,0.59,0.63,0.17,0.41,0.47,0.38,Medium
695,48,1.0,0.26,0.27,0.38,1.0,0.42,0.46,0.43,0.48,0.58,0.72,High
696,34,0.04,0.85,0.79,0.72,0.0,0.16,0.17,0.67,0.1,0.75,0.04,Low
697,39,0.04,0.18,0.19,0.18,0.05,0.33,0.53,0.13,0.75,0.36,0.09,Low
698,48,0.18,0.28,0.27,0.25,0.15,0.43,0.52,0.16,0.47,0.52,0.51,High
699,6,0.05,0.2,0.14,0.03,0.1,1.0,1.0,0.0,0.94,0.38,0.54,High
700,6,0.05,0.28,0.25,0.2,0.06,0.42,0.51,0.2,0.65,0.5,0.45,High
701,41,0.03,0.21,0.24,0.21,0.04,0.2,0.31,0.18,0.43,0.46,0.1,Low
702,41,0.0,0.15,0.17,0.16,0.02,0.38,0.48,0.17,0.68,0.42,0.07,Low
703,23,0.0,0.41,0.4,0.3,0.0,0.13,0.22,0.41,0.34,0.63,0.01,Low
704,6,0.09,0.8,1.0,1.0,0.03,0.03,0.05,0.83,0.13,0.62,0.16,Low
705,51,0.0,0.42,0.44,0.45,0.01,0.15,0.17,0.72,0.15,0.7,0.29,Medium
706,39,0.02,0.16,0.18,0.16,0.04,0.31,0.49,0.18,0.8,0.24,0.42,High
707,40,0.01,0.14,0.15,0.18,0.03,0.46,0.61,0.17,0.6,0.15,0.18,Low
708,12,0.02,0.42,0.5,0.69,0.02,0.14,0.18,0.71,0.16,0.31,0.36,Medium
709,42,0.0,0.4,0.45,0.43,0.0,0.11,0.19,0.48,0.2,0.61,0.1,Low
710,21,0.01,0.42,0.45,0.39,0.01,0.16,0.23,0.48,0.14,0.52,0.03,Low
711,39,0.1,0.16,0.19,0.19,0.13,0.33,0.55,0.16,0.58,0.31,0.62,High
712,27,0.02,0.57,0.49,0.32,0.0,0.05,0.1,0.3,0.23,0.85,0.08,Low
713,48,0.01,0.24,0.26,0.24,0.02,0.44,0.46,0.37,0.31,0.49,0.12,Low
714,21,0.0,0.09,0.14,0.17,0.02,1.0,0.77,0.23,0.35,0.15,0.23,Low
715,9,0.02,0.6,0.63,0.6,0.01,0.24,0.31,0.5,0.26,0.56,0.18,Low
716,6,0.05,0.45,0.45,0.38,0.03,0.18,0.29,0.25,0.31,0.61,0.28,Medium
717,29,0.05,0.47,0.43,0.33,0.02,0.08,0.15,0.38,0.19,0.76,0.09,Low
718,48,0.02,0.21,0.24,0.27,0.03,0.4,0.51,0.19,0.34,0.36,0.2,Low
719,34,0.02,0.58,0.58,0.58,0.01,0.13,0.22,0.56,0.26,0.65,0.09,Low
720,33,0.03,0.31,0.3,0.36,0.01,0.12,0.17,0.42,0.3,0.68,0.16,Low
721,41,0.03,0.66,0.69,0.79,0.01,0.03,0.03,0.89,0.13,0.66,0.06,Low
722,6,0.01,0.36,0.39,0.49,0.01,0.12,0.16,0.58,0.18,0.57,0.23,Low
723,6,0.03,0.38,0.33,0.29,0.03,0.47,0.53,0.19,0.48,0.62,0.82,High
724,42,0.01,0.24,0.3,0.3,0.01,0.35,0.42,0.44,0.17,0.47,0.15,Low
725,42,0.03,0.66,0.85,0.8,0.01,0.08,0.09,0.96,0.17,0.38,0.02,Low
726,6,0.13,0.22,0.17,0.09,0.22,0.88,0.87,0.08,1.0,0.26,0.9,High
727,13,0.16,0.16,0.18,0.22,0.23,0.54,0.63,0.23,0.55,0.34,0.34,Medium
728,39,0.01,0.23,0.26,0.24,0.01,0.3,0.45,0.17,0.5,0.48,0.01,Low
729,6,0.13,0.42,0.41,0.4,0.06,0.31,0.4,0.25,0.32,0.52,0.21,Low
730,48,0.01,0.32,0.31,0.29,0.01,0.21,0.32,0.18,0.28,0.3,0.06,Low
731,12,0.0,0.5,0.53,0.56,0.01,0.17,0.24,0.6,0.27,0.51,0.59,High
732,22,0.01,0.09,0.11,0.12,0.04,0.62,0.7,0.11,0.76,0.16,0.66,High
733,39,0.02,0.17,0.21,0.2,0.03,0.46,0.67,0.11,0.43,0.45,0.2,Low
734,12,0.01,0.48,0.43,0.36,0.0,0.16,0.25,0.33,0.24,0.56,0.1,Low
735,37,0.01,0.12,0.15,0.19,0.05,0.61,0.68,0.29,0.57,0.32,0.4,Medium
736,42,0.0,0.2,0.19,0.27,0.01,0.31,0.37,0.33,0.41,0.36,0.17,Low
737,33,0.0,0.51,0.68,0.26,0.01,0.02,0.01,1.0,0.51,0.25,0.04,Low
738,23,0.09,0.25,0.31,0.33,0.08,0.23,0.27,0.48,0.42,0.53,0.28,Medium
739,48,0.19,0.7,0.67,0.57,0.04,0.08,0.09,0.76,0.12,0.82,0.13,Low
740,51,0.16,0.49,0.54,0.7,0.07,0.2,0.21,0.8,0.17,0.82,0.27,Medium
741,25,0.01,0.43,0.45,0.35,0.01,0.29,0.34,0.34,0.54,0.57,0.23,Low
742,37,0.01,0.14,0.17,0.23,0.02,0.58,0.69,0.24,0.56,0.33,0.59,High
743,28,0.03,0.27,0.3,0.31,0.03,0.27,0.41,0.34,0.25,0.58,0.12,Low
744,6,0.03,1.0,0.96,0.9,0.01,0.03,0.04,0.79,0.08,0.7,0.01,Low
745,24,0.02,0.45,0.48,0.49,0.02,0.08,0.12,0.73,0.19,0.81,0.23,Low
746,38,0.01,0.17,0.21,0.17,0.02,0.61,0.43,0.26,0.28,0.52,0.02,Low
747,44,0.12,0.4,0.42,0.38,0.04,0.2,0.37,0.33,0.32,0.54,0.17,Low
748,39,0.0,0.37,0.35,0.3,0.0,0.22,0.39,0.21,0.31,0.48,0.07,Low
749,50,0.0,0.51,0.51,0.51,0.0,0.1,0.13,0.64,0.09,0.69,0.05,Low
750,48,0.03,0.1,0.08,0.08,0.11,1.0,0.84,0.16,0.97,0.24,0.12,Low
751,6,0.02,0.69,0.62,0.41,0.01,0.06,0.22,0.38,0.17,0.45,0.1,Low
752,21,0.07,0.17,0.21,0.22,0.09,0.44,0.49,0.23,0.51,0.4,0.11,Low
753,55,0.02,0.17,0.24,0.17,0.04,0.39,0.33,0.38,0.36,0.38,0.1,Low
754,25,0.0,0.52,0.54,0.48,0.0,0.14,0.22,0.46,0.36,0.67,0.11,Low
755,53,0.05,0.27,0.31,0.26,0.05,0.2,0.29,0.31,0.44,0.55,0.16,Low
756,39,0.01,0.35,0.35,0.31,0.0,0.23,0.4,0.17,0.24,0.44,0.05,Low
757,37,0.0,0.14,0.32,0.25,0.03,0.11,0.17,0.94,0.28,0.72,0.24,Low
758,6,0.02,0.43,0.41,0.31,0.01,0.41,0.46,0.35,0.4,0.5,0.33,Medium
759,19,0.03,0.47,0.48,0.43,0.01,0.09,0.15,0.55,0.2,0.66,0.19,Low
760,48,0.03,0.05,0.15,0.1,0.08,0.7,0.56,0.44,0.68,0.32,0.19,Low
761,41,0.02,0.23,0.25,0.27,0.02,0.13,0.23,0.36,0.23,0.62,0.21,Low
762,34,0.01,0.58,0.54,0.41,0.0,0.16,0.3,0.36,0.24,0.66,0.16,Low
763,6,0.0,0.27,0.25,0.26,0.01,0.27,0.39,0.23,0.34,0.52,0.19,Low
764,9,0.01,0.44,0.46,0.41,0.01,0.28,0.41,0.26,0.27,0.67,0.04,Low
765,34,0.0,0.53,0.49,0.32,0.0,0.24,0.34,0.23,0.16,0.72,0.05,Low
766,48,0.07,0.18,0.23,0.22,0.11,0.42,0.45,0.43,0.35,0.57,0.34,Medium
767,12,0.01,0.2,0.22,0.32,0.02,0.2,0.35,0.28,0.43,0.03,0.23,Low
768,47,0.02,0.15,0.23,0.23,0.03,0.61,0.53,0.39,0.41,0.39,0.1,Low
769,6,0.03,0.17,0.17,0.15,0.07,0.79,0.69,0.18,0.89,0.24,0.24,Low
770,1,0.07,0.23,0.27,0.27,0.08,0.4,0.51,0.3,0.28,0.51,0.52,High
771,34,0.0,0.93,0.86,0.74,0.0,0.13,0.15,0.7,0.2,0.8,0.03,Low
772,21,0.03,0.16,0.18,0.18,0.06,0.55,0.53,0.2,0.63,0.35,0.36,Medium
773,36,0.01,0.2,0.28,0.23,0.03,0.3,0.46,0.31,0.54,0.28,0.0,Low
774,29,0.02,0.13,0.17,0.18,0.03,0.5,0.54,0.16,0.61,0.37,0.24,Low
775,47,0.0,0.22,0.24,0.29,0.01,0.27,0.41,0.28,0.28,0.49,0.3,Medium
776,34,0.1,0.25,0.29,0.25,0.12,0.34,0.53,0.22,0.81,0.46,1.0,High
777,36,0.09,0.21,0.24,0.25,0.09,0.29,0.43,0.27,0.45,0.4,0.43,High
778,49,0.03,0.29,0.29,0.28,0.02,0.06,0.26,0.32,0.15,0.66,0.11,Low
779,47,0.0,0.09,0.17,0.16,0.02,0.85,0.81,0.14,0.45,0.34,0.41,High
780,6,0.12,0.33,0.3,0.28,0.11,0.5,0.48,0.36,0.37,0.45,0.22,Low
781,47,0.06,0.16,0.19,0.21,0.09,0.46,0.57,0.26,0.43,0.41,0.7,High
782,34,0.01,0.26,0.29,0.24,0.01,0.43,0.59,0.12,0.4,0.42,0.1,Low
783,5,0.08,0.12,0.16,0.15,0.14,0.5,0.6,0.25,0.76,0.27,0.61,High
784,34,0.06,0.64,0.66,0.58,0.01,0.18,0.23,0.54,0.14,0.75,0.06,Low
785,37,0.01,0.42,0.42,0.38,0.01,0.23,0.24,0.37,0.12,0.76,0.12,Low
786,25,0.14,0.35,0.38,0.51,0.08,0.24,0.25,0.89,0.3,0.57,0.41,High
787,44,0.03,0.35,0.37,0.31,0.02,0.37,0.58,0.2,0.29,0.51,0.04,Low
788,1,0.02,0.63,0.7,0.72,0.0,0.04,0.06,0.88,0.09,0.49,0.01,Low
789,34,0.01,0.63,0.6,0.53,0.0,0.26,0.32,0.37,0.21,0.48,0.04,Low
790,34,0.04,0.45,0.48,0.52,0.02,0.35,0.44,0.41,0.35,0.6,0.18,Low
791,13,0.03,0.17,0.2,0.24,0.05,0.7,0.75,0.25,0.58,0.39,0.47,High
792,55,0.01,0.55,0.56,0.48,0.0,0.11,0.16,0.47,0.08,0.66,0.03,Low
793,12,0.09,0.5,0.54,0.57,0.02,0.13,0.19,0.51,0.2,0.61,0.21,Low
794,41,0.01,0.2,0.21,0.21,0.02,0.24,0.4,0.24,0.46,0.32,0.13,Low
795,12,0.08,0.31,0.28,0.26,0.05,0.17,0.29,0.26,0.35,0.55,0.25,Low
796,55,0.0,0.35,0.35,0.29,0.0,0.19,0.22,0.43,0.12,0.78,0.02,Low
797,41,0.01,0.16,0.19,0.21,0.02,0.26,0.39,0.21,0.66,0.3,0.08,Low
798,42,0.02,0.15,0.19,0.22,0.03,0.41,0.49,0.15,0.37,0.28,0.05,Low
799,2,0.03,0.6,0.59,0.51,0.01,0.11,0.15,0.49,0.27,0.79,0.05,Low
800,42,0.0,0.59,0.56,0.43,0.0,0.07,0.15,0.43,0.2,0.75,0.02,Low
801,34,0.03,0.43,0.47,0.38,0.02,0.26,0.37,0.32,0.35,0.51,0.27,Medium
802,34,0.02,0.44,0.44,0.42,0.01,0.18,0.34,0.28,0.2,0.65,0.06,Low
803,22,0.0,0.09,0.08,0.1,0.03,0.75,0.73,0.14,0.9,0.08,0.5,High
804,48,0.02,0.16,0.18,0.2,0.04,0.57,0.63,0.24,0.53,0.32,0.28,Medium
805,53,0.01,0.29,0.31,0.28,0.01,0.11,0.18,0.38,0.38,0.45,0.12,Low
806,41,0.01,0.3,0.31,0.3,0.01,0.14,0.24,0.27,0.26,0.55,0.1,Low
807,29,0.04,0.26,0.35,0.36,0.03,0.35,0.37,0.44,0.27,0.46,0.09,Low
808,8,0.44,0.28,0.29,0.3,0.28,0.12,0.19,0.43,0.42,0.59,0.21,Low
809,16,0.01,0.13,0.14,0.05,0.05,0.16,0.18,0.31,0.57,0.11,0.02,Low
810,12,0.0,0.05,0.07,0.1,0.03,0.6,0.72,0.12,0.82,0.13,1.0,High
811,6,0.09,0.49,0.45,0.34,0.05,0.27,0.4,0.24,0.34,0.63,0.24,Low
812,53,0.04,0.27,0.34,0.35,0.04,0.11,0.17,0.54,0.42,0.5,0.13,Low
813,54,0.02,0.27,0.3,0.3,0.02,0.43,0.45,0.17,0.42,0.22,0.1,Low
814,40,0.0,0.05,0.1,0.16,0.03,0.46,0.42,0.47,0.66,0.27,0.12,Low
815,34,0.13,0.63,0.62,0.54,0.03,0.18,0.25,0.55,0.24,0.66,0.06,Low
816,34,0.01,0.35,0.38,0.39,0.0,0.26,0.45,0.24,0.28,0.64,0.12,Low
